"","day","year","mo","collision_date","temp","dewp","max","min","fog","NUM_COLLISIONS"
"1774",6,2017,3,"2017-03-11",22.5,7.2,44.1,17.1,0,548
"1775",7,2017,3,"2017-03-12",20,2.6,26.1,15.1,0,516
"1776",1,2017,3,"2017-03-13",21.9,6.4,27,15.1,0,792
"1778",3,2017,3,"2017-03-15",29.8,20.7,46.9,25,0,650
"1780",5,2017,3,"2017-03-17",33,13.4,39,23,0,756
"1781",6,2017,3,"2017-03-18",34.7,23.9,43,21.9,0,504
"1782",7,2017,3,"2017-03-19",36,32.2,43,21.9,1,550
"1783",1,2017,3,"2017-03-20",39.2,26.3,45,33.1,0,750
"1784",2,2017,3,"2017-03-21",39.9,26.4,50,34,0,636
"1785",3,2017,3,"2017-03-22",38.6,20.9,50,27,0,617
"1786",4,2017,3,"2017-03-23",26.4,1.5,46,19.9,0,703
"1787",5,2017,3,"2017-03-24",35.3,21.9,43,19.9,0,654
"1788",6,2017,3,"2017-03-25",42.9,36.8,48,37.4,0,571
"1789",7,2017,3,"2017-03-26",37,30,50,28,0,456
"1790",1,2017,3,"2017-03-27",42,38.3,46.9,28,1,629
"1791",2,2017,3,"2017-03-28",40.7,38.5,48,37,1,592
"1792",3,2017,3,"2017-03-29",41.9,37.1,48,37,0,672
"1793",4,2017,3,"2017-03-30",40,25.9,46,34,0,639
"1794",5,2017,3,"2017-03-31",37.6,30.7,45,30.9,0,753
"1795",6,2017,4,"2017-04-01",39.8,36.9,44.1,35.1,0,591
"1796",7,2017,4,"2017-04-02",39.7,33,46.9,37,0,514
"1797",1,2017,4,"2017-04-03",43,31.7,54,32,0,646
"1798",2,2017,4,"2017-04-04",42.9,38,54,32,1,598
"1799",3,2017,4,"2017-04-05",42.6,38.4,46.9,39,1,587
"1800",4,2017,4,"2017-04-06",41.9,38.5,51.8,39,1,713
"1801",5,2017,4,"2017-04-07",47.8,42.6,54,39,1,694
"1802",6,2017,4,"2017-04-08",43.9,30.6,51.1,39,0,627
"1803",7,2017,4,"2017-04-09",46.3,30.9,55,39,0,541
"1804",1,2017,4,"2017-04-10",46.9,39.6,55,39.9,0,634
"1805",2,2017,4,"2017-04-11",49.8,44,55,41,0,519
"1806",3,2017,4,"2017-04-12",49.1,45.1,55,46,0,540
"1807",4,2017,4,"2017-04-13",49.8,38.5,57,42.1,0,590
"1808",5,2017,4,"2017-04-14",47.5,34.1,57.9,37.9,0,515
"1809",6,2017,4,"2017-04-15",46.8,38,57.9,35.1,0,495
"1810",7,2017,4,"2017-04-16",51.9,46.9,57,37,1,481
"1811",1,2017,4,"2017-04-17",56.4,48.3,70,48.9,0,488
"1812",2,2017,4,"2017-04-18",47.8,39.2,53.1,41,0,516
"1813",3,2017,4,"2017-04-19",41.7,32.2,53.1,32,0,580
"1814",4,2017,4,"2017-04-20",47.5,44.1,54,32,1,632
"1815",5,2017,4,"2017-04-21",45.7,43.4,46.9,44.6,0,690
"1816",6,2017,4,"2017-04-22",46.7,44.5,48.9,44.1,0,551
"1817",7,2017,4,"2017-04-23",46.5,39.5,55.9,43,0,517
"1818",1,2017,4,"2017-04-24",46.6,42.4,55.9,42.1,0,541
"1819",2,2017,4,"2017-04-25",49.7,46.6,52,42.1,0,723
"1820",3,2017,4,"2017-04-26",53.1,51.8,55.4,50,1,630
"1821",4,2017,4,"2017-04-27",52.9,50.7,63,48,1,688
"1823",6,2017,4,"2017-04-29",54.2,51.6,64,48.2,1,661
"1824",7,2017,4,"2017-04-30",53.4,40,66.9,45,0,470
"1825",1,2017,5,"2017-05-01",49.3,45.3,57.9,44.6,1,639
"1826",2,2017,5,"2017-05-02",55.4,53.4,60.1,45,1,743
"1827",3,2017,5,"2017-05-03",54.7,44.3,60.1,48.9,0,714
"1828",4,2017,5,"2017-05-04",51.5,34.8,59,45,0,701
"1829",5,2017,5,"2017-05-05",49.4,44,57.9,45,0,776
"1830",6,2017,5,"2017-05-06",55.1,54.1,57.9,46,1,685
"1831",7,2017,5,"2017-05-07",52.5,48.9,57.9,50,1,514
"1832",1,2017,5,"2017-05-08",50,41.3,57,46,0,638
"1833",2,2017,5,"2017-05-09",48.3,34.9,55,39.9,0,651
"1834",3,2017,5,"2017-05-10",48.7,38.4,57,39.9,0,668
"1835",4,2017,5,"2017-05-11",49.5,42,57,43,0,686
"1836",5,2017,5,"2017-05-12",48.6,42.2,57,44.1,0,817
"1837",6,2017,5,"2017-05-13",47.9,41.7,54,44.1,0,683
"1838",7,2017,5,"2017-05-14",50.4,47.9,57,45,1,633
"1839",1,2017,5,"2017-05-15",51.1,43.8,57,48,0,729
"1840",2,2017,5,"2017-05-16",57.5,46.9,69.1,46.9,0,694
"1841",3,2017,5,"2017-05-17",57.9,50.2,69.1,48,0,753
"1844",6,2017,5,"2017-05-20",56.3,41.6,69.1,48,0,612
"1845",7,2017,5,"2017-05-21",52.7,37.3,63,41,0,618
"1846",1,2017,5,"2017-05-22",51.4,40.5,63,41,0,719
"1847",2,2017,5,"2017-05-23",56.8,52.3,62.1,48,1,659
"1848",3,2017,5,"2017-05-24",53.9,49.6,62.1,50,0,641
"1849",4,2017,5,"2017-05-25",53.8,51.1,59,51.1,1,742
"1850",5,2017,5,"2017-05-26",55.4,52.9,59,52,1,776
"1851",6,2017,5,"2017-05-27",57.5,48.6,63,51.1,0,475
"1852",7,2017,5,"2017-05-28",51.8,46.1,63,45,0,474
"1854",2,2017,5,"2017-05-30",53.5,49.6,61,50,0,647
"1855",3,2017,5,"2017-05-31",55.4,53.1,62.1,50,1,669
"1856",4,2017,6,"2017-06-01",55.7,53.8,61,51.8,1,654
"1857",5,2017,6,"2017-06-02",58.2,48.2,66,52,1,737
"1858",6,2017,6,"2017-06-03",56.9,47.9,66,43,0,637
"1859",7,2017,6,"2017-06-04",58,49.8,66,43,0,468
"1860",1,2017,6,"2017-06-05",56.6,54.5,66,50,0,656
"1861",2,2017,6,"2017-06-06",52.4,50.5,64.9,50,0,660
"1862",3,2017,6,"2017-06-07",54.5,47.5,61,50,0,675
"1863",4,2017,6,"2017-06-08",52.7,45.2,63,39.9,0,660
"1864",5,2017,6,"2017-06-09",57.6,52.7,66,39.9,0,770
"1865",6,2017,6,"2017-06-10",60.4,54.5,70,54,0,665
"1866",7,2017,6,"2017-06-11",61.5,55.8,70,55.9,0,702
"1867",1,2017,6,"2017-06-12",66,58.9,80.1,57.9,0,804
"1869",3,2017,6,"2017-06-14",67.1,51.6,79,57,0,754
"1870",4,2017,6,"2017-06-15",57.2,45.8,66,46.9,0,771
"1871",5,2017,6,"2017-06-16",59.8,52.9,66,46.9,0,657
"1872",6,2017,6,"2017-06-17",61.7,59.4,68,57,1,654
"1873",7,2017,6,"2017-06-18",63.8,62.5,68,59,1,593
"1874",1,2017,6,"2017-06-19",64.7,64.5,68,62.6,1,819
"1875",2,2017,6,"2017-06-20",63.4,63.4,66,60.8,1,813
"1876",3,2017,6,"2017-06-21",62.6,61.8,66.9,60.1,1,744
"1878",5,2017,6,"2017-06-23",64.9,63.4,75,55.9,1,793
"1879",6,2017,6,"2017-06-24",67.2,65.1,75,61,1,753
"1880",7,2017,6,"2017-06-25",68.8,60.1,79,59,0,590
"1881",1,2017,6,"2017-06-26",66.7,59.2,79,59,0,669
"1882",2,2017,6,"2017-06-27",64.3,61.6,75,57.9,0,757
"1883",3,2017,6,"2017-06-28",65.4,58,71.1,57.9,0,730
"1884",4,2017,6,"2017-06-29",65.6,62.6,71.1,59,0,767
"1885",5,2017,6,"2017-06-30",66.9,63.7,72,63,0,747
"1886",6,2017,7,"2017-07-01",67.7,66.3,73,63,0,595
"1887",7,2017,7,"2017-07-02",68.7,67.4,73.9,64.4,1,537
"1888",1,2017,7,"2017-07-03",70.9,66.1,82,64.9,1,617
"1890",3,2017,7,"2017-07-05",67.9,58.5,81,57.9,0,706
"1891",4,2017,7,"2017-07-06",61.7,59.9,78.1,53.1,0,611
"1892",5,2017,7,"2017-07-07",66,66,69.8,64,1,674
"1893",6,2017,7,"2017-07-08",67.3,66.8,73,64,1,585
"1894",7,2017,7,"2017-07-09",69.6,64.1,77,64,0,512
"1895",1,2017,7,"2017-07-10",68.3,66.1,77,62.1,0,667
"1896",2,2017,7,"2017-07-11",68.8,68.4,75,62.1,1,638
"1897",3,2017,7,"2017-07-12",70.8,70.2,77,64.9,1,677
"1898",4,2017,7,"2017-07-13",70.8,69.6,80.1,64,1,759
"1899",5,2017,7,"2017-07-14",63.7,61.5,80.1,62.1,0,707
"1900",6,2017,7,"2017-07-15",64.3,62.7,72,60.1,0,649
"1901",7,2017,7,"2017-07-16",69.3,67.7,78.1,60.1,1,515
"1902",1,2017,7,"2017-07-17",67.3,66.8,78.1,62.1,1,639
"1903",2,2017,7,"2017-07-18",69.4,67.9,78.1,62.1,1,706
"1904",3,2017,7,"2017-07-19",71.6,70.3,79,66,1,747
"1905",4,2017,7,"2017-07-20",74.7,70.6,84.9,66.9,1,774
"1906",5,2017,7,"2017-07-21",75.6,69.6,84.9,69.1,1,733
"1907",6,2017,7,"2017-07-22",74,67.2,84.9,68,0,648
"1908",7,2017,7,"2017-07-23",68.4,63.5,82,64,0,554
"1909",1,2017,7,"2017-07-24",63,58,75,57.9,0,620
"1910",2,2017,7,"2017-07-25",62.8,59.4,70,57.9,0,595
"1911",3,2017,7,"2017-07-26",63.6,58,72,55,0,635
"1912",4,2017,7,"2017-07-27",61.8,59.2,72,55,0,610
"1913",5,2017,7,"2017-07-28",69.2,66.9,77,55.9,0,685
"1914",6,2017,7,"2017-07-29",65.1,65,77,63,0,512
"1915",7,2017,7,"2017-07-30",67.1,57.7,73.9,62.1,0,606
"1916",1,2017,7,"2017-07-31",63.9,57.3,73.9,50,0,656
"1917",2,2017,8,"2017-08-01",68.2,64.8,75.9,50,0,705
"1918",3,2017,8,"2017-08-02",68.6,66.6,75.9,63,0,618
"1919",4,2017,8,"2017-08-03",67.5,66,75,61,1,713
"1920",5,2017,8,"2017-08-04",67.7,66.7,75.9,61,1,758
"1921",6,2017,8,"2017-08-05",67.7,67.2,75.9,64,1,573
"1922",7,2017,8,"2017-08-06",69.4,59.9,75,64,0,519
"1923",1,2017,8,"2017-08-07",67.5,64.2,75,59,0,606
"1924",2,2017,8,"2017-08-08",65.2,62.8,73.9,59,0,631
"1925",3,2017,8,"2017-08-09",67.1,63.5,75,59,1,655
"1926",4,2017,8,"2017-08-10",67.8,66,75,59,1,650
"1927",5,2017,8,"2017-08-11",67.6,65.8,77,60.1,1,655
"1928",6,2017,8,"2017-08-12",65.9,65.8,77,60.1,1,526
"1929",7,2017,8,"2017-08-13",71,69.3,80.1,62.1,1,563
"1930",1,2017,8,"2017-08-14",67.7,65.2,80.1,61,1,602
"1931",2,2017,8,"2017-08-15",67.8,66.8,79,61,1,577
"1932",3,2017,8,"2017-08-16",71.1,65.9,79,64.9,1,600
"1933",4,2017,8,"2017-08-17",68,60.8,79,62.1,0,639
"1934",5,2017,8,"2017-08-18",66.6,65.6,73.9,57.9,0,612
"1935",6,2017,8,"2017-08-19",71.8,70.9,78.1,57.9,1,638
"1936",7,2017,8,"2017-08-20",72.8,68.1,80.1,66.9,1,538
"1937",1,2017,8,"2017-08-21",69.9,65.6,81,61,0,627
"1938",2,2017,8,"2017-08-22",70.5,69.8,81,61,0,684
"1939",3,2017,8,"2017-08-23",72.3,70.9,78.1,68,0,629
"1940",4,2017,8,"2017-08-24",70,60.2,79,63,0,631
"1941",5,2017,8,"2017-08-25",66.4,60,79,57.9,0,633
"1942",6,2017,8,"2017-08-26",64.1,56.8,73.9,54,0,570
"1943",7,2017,8,"2017-08-27",62.3,53.6,73,50,0,498
"1944",1,2017,8,"2017-08-28",62.7,56.4,73,50,0,584
"1945",2,2017,8,"2017-08-29",62,58.3,71.1,54,0,614
"1946",3,2017,8,"2017-08-30",61.8,57.5,68,57,0,671
"1947",4,2017,8,"2017-08-31",66.2,60.6,75,54,0,618
"1948",5,2017,9,"2017-09-01",62.7,50,75,55,0,681
"1949",6,2017,9,"2017-09-02",58.7,45.2,66.9,50,0,562
"1950",7,2017,9,"2017-09-03",60,56.6,68,50,1,518
"1951",1,2017,9,"2017-09-04",65.4,62.2,70,53.1,0,532
"1952",2,2017,9,"2017-09-05",68.1,66.4,73,62.1,0,707
"1953",3,2017,9,"2017-09-06",69.6,68.6,75,64.9,0,608
"1954",4,2017,9,"2017-09-07",67.1,65.1,75,64,1,790
"1955",5,2017,9,"2017-09-08",65.4,60.5,70,60.1,0,740
"1956",6,2017,9,"2017-09-09",63.1,57,70,54,0,608
"1957",7,2017,9,"2017-09-10",61.1,56.3,69.1,54,0,533
"1958",1,2017,9,"2017-09-11",63.6,53.9,72,52,0,735
"1959",2,2017,9,"2017-09-12",65.3,59.7,73.9,57,0,680
"1960",3,2017,9,"2017-09-13",67.5,63.4,75,60.1,0,738
"1961",4,2017,9,"2017-09-14",67.4,67.2,75,63,1,728
"1963",6,2017,9,"2017-09-16",66.8,65.5,75.9,61,1,623
"1964",7,2017,9,"2017-09-17",64.7,64.2,75.9,60.1,1,586
"1965",1,2017,9,"2017-09-18",65.7,65.5,73,60.1,1,672
"1966",2,2017,9,"2017-09-19",65.5,65.4,71.1,63,1,661
"1967",3,2017,9,"2017-09-20",66.1,66.1,70,63,0,583
"1968",4,2017,9,"2017-09-21",63.9,63.8,68,60.1,0,535
"1969",5,2017,9,"2017-09-22",61.3,61.3,66,59,0,614
"1970",6,2017,9,"2017-09-23",62.6,62.6,64.9,61,1,631
"1971",7,2017,9,"2017-09-24",65.3,64.3,73,60.1,1,587
"1972",1,2017,9,"2017-09-25",64.2,63.7,73,59,1,726
"1973",2,2017,9,"2017-09-26",65.9,65.3,77,59,1,656
"1974",3,2017,9,"2017-09-27",68.7,68.6,77,62.1,1,696
"1975",4,2017,9,"2017-09-28",69.4,66.3,77,64,1,740
"1976",5,2017,9,"2017-09-29",59.6,48.5,72,53.1,0,757
"1977",6,2017,9,"2017-09-30",56.3,50.9,64,48,0,550
"1978",7,2017,10,"2017-10-01",55.5,46.8,63,48,0,571
"1979",1,2017,10,"2017-10-02",58,51.4,66,48,0,739
"1980",2,2017,10,"2017-10-03",54.1,47.5,62.1,46,0,687
"1981",3,2017,10,"2017-10-04",59.3,56.1,66,46,0,711
"1982",4,2017,10,"2017-10-05",63.7,62.6,69.1,54,0,657
"1983",5,2017,10,"2017-10-06",64.9,64.2,70,61,1,649
"1984",6,2017,10,"2017-10-07",63.8,63.5,71.1,61,1,570
"1985",7,2017,10,"2017-10-08",65.8,65.6,71.1,61,0,521
"1986",1,2017,10,"2017-10-09",66.3,66.2,71.1,64,0,546
"1987",2,2017,10,"2017-10-10",68.8,65.6,77,63,1,768
"1988",3,2017,10,"2017-10-11",62.1,58.7,77,55.9,0,628
"1989",4,2017,10,"2017-10-12",57.1,49.2,68,52,0,603
"1990",5,2017,10,"2017-10-13",56.4,49.4,63,51.1,0,658
"1991",6,2017,10,"2017-10-14",62.4,62,66.9,52,0,567
"1992",7,2017,10,"2017-10-15",63.3,63.3,68,57,1,496
"1993",1,2017,10,"2017-10-16",62.3,58.2,68,55,0,641
"1994",2,2017,10,"2017-10-17",51.1,39,66.9,41,0,736
"1995",3,2017,10,"2017-10-18",56.7,49,66.9,41,0,737
"1996",4,2017,10,"2017-10-19",59.7,58.3,66.9,48.9,0,766
"1997",5,2017,10,"2017-10-20",62,54.1,68,54,0,823
"1998",6,2017,10,"2017-10-21",58.8,50.3,68,46.9,0,583
"1999",7,2017,10,"2017-10-22",60.6,59.2,66.9,46.9,0,528
"2000",1,2017,10,"2017-10-23",59.5,58.7,68,52,1,669
"2001",2,2017,10,"2017-10-24",64.3,63.4,69.1,53.1,0,685
"2002",3,2017,10,"2017-10-25",65.1,65,69.1,60.1,0,648
"2003",4,2017,10,"2017-10-26",60.1,59.6,66.9,55,0,658
"2004",5,2017,10,"2017-10-27",54.1,43.5,64,48.9,0,759
"2005",6,2017,10,"2017-10-28",55.1,51.2,63,42.1,0,615
"2006",7,2017,10,"2017-10-29",60.4,59.4,64,42.1,0,613
"2008",2,2017,10,"2017-10-31",57.7,44.2,73,53.1,0,696
"2009",3,2017,11,"2017-11-01",50.6,39.9,61,37.9,0,607
"2010",4,2017,11,"2017-11-02",58.9,56.1,64,55,0,746
"2011",5,2017,11,"2017-11-03",58.7,58.5,66,52,1,776
"2012",6,2017,11,"2017-11-04",53.6,44.6,66,46.9,0,613
"2013",7,2017,11,"2017-11-05",54.5,49.5,61,46.9,0,519
"2014",1,2017,11,"2017-11-06",62.2,61.6,66,48.9,1,682
"2015",2,2017,11,"2017-11-07",53,46.7,66,48,0,710
"2016",3,2017,11,"2017-11-08",47,43.6,57,44.1,0,662
"2017",4,2017,11,"2017-11-09",48.3,39.9,54,43,0,702
"2018",5,2017,11,"2017-11-10",44.6,33.5,55,32,0,724
"2019",6,2017,11,"2017-11-11",30.2,18,36,26.1,0,623
"2020",7,2017,11,"2017-11-12",35.8,29.8,46.9,24.1,0,539
"2021",1,2017,11,"2017-11-13",48.8,44.3,52,46,0,699
"2022",2,2017,11,"2017-11-14",46.1,39,52,42.1,0,647
"2023",3,2017,11,"2017-11-15",43.9,37.1,48.9,39,0,713
"2024",4,2017,11,"2017-11-16",46.6,43.4,54,39,0,811
"2025",5,2017,11,"2017-11-17",43.8,33.2,54,42.1,0,814
"2026",6,2017,11,"2017-11-18",43.5,31.4,53.1,28,0,629
"2027",7,2017,11,"2017-11-19",54.8,50.4,59,44.1,0,573
"2028",1,2017,11,"2017-11-20",40.5,24.6,45,37.9,0,748
"2029",2,2017,11,"2017-11-21",51.1,39,57.9,37,0,790
"2030",3,2017,11,"2017-11-22",54.2,52.3,57.9,45,0,774
"2031",4,2017,11,"2017-11-23",38.7,30.1,57,34,0,469
"2032",5,2017,11,"2017-11-24",40.8,30.7,50,33.1,0,502
"2033",6,2017,11,"2017-11-25",50.1,47.2,55.9,34,0,456
"2034",7,2017,11,"2017-11-26",48.9,39.7,55.9,41,0,485
"2035",1,2017,11,"2017-11-27",43,28.8,52,39,0,635
"2036",2,2017,11,"2017-11-28",37.9,27.4,48.9,28,0,649
"2037",3,2017,11,"2017-11-29",52.2,47.6,59,46,0,701
"2038",4,2017,11,"2017-11-30",43.2,34,59,33.1,0,663
"2039",5,2017,12,"2017-12-01",48.2,44.2,52,33.1,0,772
"2040",6,2017,12,"2017-12-02",42.5,34.2,52,35.1,0,575
"2041",7,2017,12,"2017-12-03",42.6,36.3,48.9,35.1,0,448
"2042",1,2017,12,"2017-12-04",40.9,35.1,48.9,33.1,0,684
"2043",2,2017,12,"2017-12-05",42,38.5,52,28,0,704
"2044",3,2017,12,"2017-12-06",51.3,48.7,57,28,0,651
"2045",4,2017,12,"2017-12-07",43.4,28.1,57,39,0,693
"2046",5,2017,12,"2017-12-08",41,26.6,48,37.9,0,682
"2047",6,2017,12,"2017-12-09",38.7,36.7,43,37,0,538
"2048",7,2017,12,"2017-12-10",39,34.6,42.1,35.1,0,513
"2049",1,2017,12,"2017-12-11",38.4,28.3,42.1,32,0,725
"2050",2,2017,12,"2017-12-12",42.6,38.1,51.1,26.1,0,687
"2051",3,2017,12,"2017-12-13",32.8,25.1,51.1,25,0,709
"2054",6,2017,12,"2017-12-16",30.9,24.3,35.1,17.1,0,661
"2055",7,2017,12,"2017-12-17",27.6,13.8,35.1,24.1,0,547
"2056",1,2017,12,"2017-12-18",32.7,23.9,43,24.1,0,706
"2057",2,2017,12,"2017-12-19",44.9,41.8,51.1,41,0,657
"2058",3,2017,12,"2017-12-20",44.3,31.7,51.1,37,0,700
"2059",4,2017,12,"2017-12-21",32.4,19.7,36,26.1,0,742
"2060",5,2017,12,"2017-12-22",32.7,24.3,41,24.1,0,720
"2061",6,2017,12,"2017-12-23",45.6,45.4,53.1,26.1,1,565
"2062",7,2017,12,"2017-12-24",41.9,37.7,53.1,37.9,0,469
"2064",2,2017,12,"2017-12-26",29.5,12.4,50,25,0,543
"2065",3,2017,12,"2017-12-27",21.9,5,32,18,0,577
"2066",4,2017,12,"2017-12-28",15.3,-1.4,24.1,12,0,609
"2067",5,2017,12,"2017-12-29",13.7,5.4,21.9,6.1,0,598
"2068",6,2017,12,"2017-12-30",16.7,3.7,21.9,6.1,0,565
"2069",7,2017,12,"2017-12-31",21,17.9,21.9,19.9,0,462
"2070",1,2018,1,"2018-01-01",9.5,-0.5,21,5,0,453
"2071",2,2018,1,"2018-01-02",14.7,2,18,5,0,654
"2072",3,2018,1,"2018-01-03",25.6,18.3,35.1,10.9,0,645
"2073",4,2018,1,"2018-01-04",37.1,35.9,42.8,27,0,464
"2074",5,2018,1,"2018-01-05",23,13.8,42.1,15.1,0,700
"2075",6,2018,1,"2018-01-06",13.2,-0.2,27,10.9,0,599
"2076",7,2018,1,"2018-01-07",9.3,-0.5,19.9,1.9,0,475
"2077",1,2018,1,"2018-01-08",35,28,42.1,21.9,0,720
"2078",2,2018,1,"2018-01-09",38.3,32.3,43,30.9,0,684
"2079",3,2018,1,"2018-01-10",31.4,24.2,42.1,21.9,0,687
"2080",4,2018,1,"2018-01-11",38.5,38,45,21.9,0,696
"2081",5,2018,1,"2018-01-12",43.7,43.7,48,30.9,1,704
"2082",6,2018,1,"2018-01-13",45.4,43.2,52,33.1,1,603
"2083",7,2018,1,"2018-01-14",27,21.7,30.9,24.8,0,494
"2084",1,2018,1,"2018-01-15",31.6,24.5,37.9,25,0,523
"2085",2,2018,1,"2018-01-16",32.3,28.9,37.9,28,0,617
"2086",3,2018,1,"2018-01-17",36,35.2,41,28,1,611
"2087",4,2018,1,"2018-01-18",32.4,29.5,41,28.9,0,634
"2088",5,2018,1,"2018-01-19",28.9,21.4,34,24.1,0,599
"2089",6,2018,1,"2018-01-20",38.1,32.5,46.9,24.1,0,530
"2091",1,2018,1,"2018-01-22",36.4,35.9,48.9,27,0,559
"2092",2,2018,1,"2018-01-23",45.3,45.3,51.1,27,1,531
"2093",3,2018,1,"2018-01-24",41.1,36.1,51.1,34,1,615
"2094",4,2018,1,"2018-01-25",28,12.4,44.1,23,0,602
"2095",5,2018,1,"2018-01-26",25.3,7,32,21,0,677
"2096",6,2018,1,"2018-01-27",36.8,30.7,46,17.1,0,510
"2098",1,2018,1,"2018-01-29",40.3,37.7,46,37,1,531
"2099",2,2018,1,"2018-01-30",31.9,30.5,42.1,26.1,1,579
"2100",3,2018,1,"2018-01-31",25,14.8,37,19.9,0,596
"2101",4,2018,2,"2018-02-01",38.3,34.7,44.1,19.9,0,594
"2102",5,2018,2,"2018-02-02",34.2,30.8,44.1,23,0,617
"2103",6,2018,2,"2018-02-03",19.8,8.6,43,12.9,0,478
"2104",7,2018,2,"2018-02-04",37.8,34.1,46,30,0,541
"2105",1,2018,2,"2018-02-05",42.5,38.1,46.9,33.1,1,706
"2106",2,2018,2,"2018-02-06",30,20.2,46.9,19.9,0,545
"2107",3,2018,2,"2018-02-07",36.4,32.6,48.9,19.9,1,653
"2108",4,2018,2,"2018-02-08",34.6,28.2,48.9,21.9,0,616
"2109",5,2018,2,"2018-02-09",28.3,17.3,42.1,19.9,0,583
"2110",6,2018,2,"2018-02-10",41.6,39,48,21.9,0,549
"2111",7,2018,2,"2018-02-11",46.3,46.3,52,36,1,479
"2112",1,2018,2,"2018-02-12",45,44.2,52,34,1,543
"2113",2,2018,2,"2018-02-13",31.5,23,34,28,0,613
"2114",3,2018,2,"2018-02-14",36.9,34,44.1,28,0,671
"2115",4,2018,2,"2018-02-15",40.8,40.8,44.1,30.9,1,645
"2116",5,2018,2,"2018-02-16",44.8,44.6,52,37.9,1,582
"2117",6,2018,2,"2018-02-17",35.9,24.8,52,30,0,604
"2118",7,2018,2,"2018-02-18",39.4,34.8,45,33.1,0,472
"2119",1,2018,2,"2018-02-19",38.1,35.4,46.9,26.1,0,435
"2120",2,2018,2,"2018-02-20",45.6,45.5,48,44.1,1,535
"2121",3,2018,2,"2018-02-21",45.9,45.9,48.9,44.1,1,601
"2122",4,2018,2,"2018-02-22",43.1,38.6,48.9,35.1,1,550
"2123",5,2018,2,"2018-02-23",37.5,32.5,48.9,34,0,548
"2124",6,2018,2,"2018-02-24",42.3,41.5,48.9,35.1,1,540
"2125",7,2018,2,"2018-02-25",42.5,41.5,48.9,39,1,448
"2126",1,2018,2,"2018-02-26",42.1,40.1,46.9,39,1,557
"2127",2,2018,2,"2018-02-27",40.3,29.3,46.9,28,0,631
"2128",3,2018,2,"2018-02-28",42.6,38.2,48,28,0,654
"2129",4,2018,3,"2018-03-01",46.7,41,60.1,39,0,619
"2131",6,2018,3,"2018-03-03",40.2,37.5,48.9,37,0,609
"2132",7,2018,3,"2018-03-04",39.6,33.6,43,36,0,457
"2133",1,2018,3,"2018-03-05",37.8,34.5,43,33.1,0,616
"2134",2,2018,3,"2018-03-06",37.7,30.1,41,33.1,0,676
"2135",3,2018,3,"2018-03-07",38.1,35.9,43,32,0,517
"2136",4,2018,3,"2018-03-08",39.6,36.3,46,34,0,633
"2137",5,2018,3,"2018-03-09",35.5,28.2,44.1,30,1,751
"2138",6,2018,3,"2018-03-10",38.1,25.9,43,30,0,567
"2139",7,2018,3,"2018-03-11",36.3,24.8,43,30.9,0,465
"2140",1,2018,3,"2018-03-12",36.7,30.7,46,27,0,679
"2141",2,2018,3,"2018-03-13",35,33.4,46,27,1,578
"2142",3,2018,3,"2018-03-14",34.8,29,39,32,0,652
"2143",4,2018,3,"2018-03-15",36.5,28.1,39.9,33.1,0,689
"2144",5,2018,3,"2018-03-16",36.1,21.4,39.9,33.1,0,753
"2145",6,2018,3,"2018-03-17",33.3,17.6,39.9,28,0,562
"2146",7,2018,3,"2018-03-18",27.2,7.9,39.9,21,0,526
"2147",1,2018,3,"2018-03-19",30.5,6.6,37,21,0,686
"2148",2,2018,3,"2018-03-20",32.5,17.5,37,26.1,0,597
"2149",3,2018,3,"2018-03-21",36.8,32.7,39,27,0,477
"2150",4,2018,3,"2018-03-22",36.1,35.3,37.9,33.8,0,760
"2151",5,2018,3,"2018-03-23",37.5,31.9,45,30,0,732
"2152",6,2018,3,"2018-03-24",36.3,30.8,46,26.1,0,550
"2153",7,2018,3,"2018-03-25",35.8,32.8,46,26.1,0,491
"2154",1,2018,3,"2018-03-26",36.4,25,45,32,0,710
"2155",2,2018,3,"2018-03-27",37.6,28.7,45,30.9,0,627
"2156",3,2018,3,"2018-03-28",40.4,32.9,48,30.9,0,629
"2157",4,2018,3,"2018-03-29",41.6,40.3,48.9,35.1,0,613
"2158",5,2018,3,"2018-03-30",46.8,46.8,48.9,35.1,1,580
"2159",6,2018,3,"2018-03-31",43.6,33.1,48.9,39,0,589
"2161",1,2018,4,"2018-04-02",37.7,31.2,50,33.1,1,562
"2162",2,2018,4,"2018-04-03",35.3,32.5,45,24.1,0,551
"2163",3,2018,4,"2018-04-04",47.3,46.9,55.9,39.2,1,554
"2164",4,2018,4,"2018-04-05",39.9,24,57,34,0,531
"2165",5,2018,4,"2018-04-06",38,25.2,46.9,28.9,0,515
"2166",6,2018,4,"2018-04-07",43.5,37.2,50,28.9,0,487
"2167",7,2018,4,"2018-04-08",37.9,28.3,50,33.1,0,468
"2168",1,2018,4,"2018-04-09",36.3,20.4,42.1,30.9,0,625
"2169",2,2018,4,"2018-04-10",37.7,31.7,42.1,30.9,0,668
"2170",3,2018,4,"2018-04-11",37.9,33,44.1,30,0,612
"2171",4,2018,4,"2018-04-12",42.8,38.5,50,28.9,0,610
"2172",5,2018,4,"2018-04-13",47.7,45.3,51.1,37,1,755
"2173",6,2018,4,"2018-04-14",47.7,45,52,42.1,0,624
"2174",7,2018,4,"2018-04-15",39.7,31.5,55,37,0,510
"2175",1,2018,4,"2018-04-16",44.7,44.7,53.1,37,1,741
